,country,handle,contribution,contest_count,rating,max_rating,friends_count,rank,duration,problem_count,avg_difficulty,avg_difficulty20,median,tag_hashing,tag_shortest paths,tag_implementation,tag_Other,tag_dsu,tag_trees,tag_brute force,tag_greedy,tag_probabilities,tag_strings,tag_binary search,tag_data structures,tag_divide and conquer,tag_two pointers,tag_sortings,tag_combinatorics,tag_string suffix structures,tag_ternary search,tag_geometry,tag_constructive algorithms,tag_math,tag_dp,tag_graphs,tag_number theory,tag_matrices,tag_graph matchings,tag_games,tag_dfs and similar,tag_bitmasks,difficulty_bucket0,difficulty_bucket1,difficulty_bucket2,difficulty_bucket3,difficulty_bucket4,difficulty_bucket5,difficulty_bucket6,difficulty_bucket7,difficulty_bucket8,difficulty_bucket9,difficulty_bucket10,difficulty_bucket11,difficulty_bucket12,organization_ABV-IIITM Gwalior,organization_Amrita Vishwa Vidyapeetham,"organization_Army Institute Of Technology (AIT), Pune","organization_BIRLA INSTITUTE OF TECHNOLOGY,  MESRA",organization_BIT Mesra,"organization_BIT Mesra, Ranchi","organization_BIT, Mesra",organization_BITS Pilani,organization_BITS Pilani Goa Campus,organization_BITS Pilani Hyderabad Campus,"organization_BITS Pilani, Pilani campus","organization_BITS, Pilani","organization_Birla Institute of Technology, Mesra","organization_College of Engineering, Guindy",organization_DA-IICT,organization_DAIICT,"organization_DAIICT, Ghandinagar Gujarat",organization_Delhi Technological University,organization_Dwarkadas J. Sanghvi College of Engineering,organization_HBTI Kanpur,organization_Heritage Institute Of Technology,organization_IEM Kolkata,"organization_IIEST, Shibpur",organization_IIIT - Delhi,organization_IIIT - HYDERABAD,organization_IIIT Allahabad,organization_IIIT Bangalore,organization_IIIT Delhi,organization_IIIT Hyderabad,organization_IIT BHU Varanasi,"organization_IIT BHU, Varanasi",organization_IIT Bombay,organization_IIT Delhi,organization_IIT Guwahati,organization_IIT Hyderabad,organization_IIT Indore,organization_IIT Jodhpur,organization_IIT Kanpur,organization_IIT Kharagpur,organization_IIT Mandi,organization_IIT Patna,organization_IIT Roorkee,organization_IIT(ISM) DHANBAD,organization_Indian Institute Of Technology Varanasi,organization_Indian Institute of Technology Bombay,organization_Indian Institute of Technology Delhi,organization_Indian Institute of Technology Kharagpur,organization_Indian Institute of Technology Madras,organization_Indian School of Mines,organization_Jadavpur University,organization_Jalpaiguri Government Engineering College,organization_Jamia Millia Islamia,"organization_Jaypee Institute of Information Technology,Noida",organization_Kamla Nehru Institute Of Technology,organization_LNMIIT,organization_Lovely Professional University,organization_MANIT Bhopal,"organization_MNNIT ,Allahabad","organization_MNNIT, Allahabad",organization_Madras institute of technology,organization_Malaviya National Institute of Technology(MNIT),organization_Microsoft,organization_Motilal Nehru National Institue of Technology,organization_NIT Calicut,organization_NIT Durgapur,organization_NIT Hamirpur,organization_NIT Jalandhar,organization_NIT Jamshedpur,organization_NIT Kurukshetra,organization_NIT Silchar,organization_NIT Trichy,organization_NIT Warangal,"organization_NITK , Surathkal",organization_National Institute of Technology Patna,"organization_Netaji Subhas Institute of Technology, Delhi",organization_Nirma University,organization_Pune Institute of Computer Technology,organization_SRM University,organization_SSN College Of Engineering,organization_SVNIT,organization_Thapar University,organization_University School of Information Technology,"organization_Vellore Institute of Technology,Vellore"
5175,India,hk2511,0,21,1613,1657,30,expert,1192,169,1194.6745562130175,1618.1818181818182,1200,0,0,89,1,4,4,24,35,1,9,4,3,0,3,17,2,0,0,3,27,44,15,4,9,1,0,2,7,0,33,45,45,21,22,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2874,India,ashish1294,0,1,1652,1652,43,expert,1633,3,1100.0,1500.0,1000,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3515,India,ironhide14,0,50,1760,1804,107,expert,983,378,1310.05291005291,1809.333333333333,1300,6,5,199,2,8,10,72,88,3,27,27,26,2,13,43,13,0,0,12,63,91,36,18,24,0,1,4,26,2,56,77,84,62,62,21,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,India,haresh_kh,0,5,1436,1436,42,specialist,1064,93,1365.5913978494625,1800.0,1400,0,4,26,0,6,8,10,23,0,4,2,3,0,0,7,4,0,0,1,10,32,19,24,5,0,0,3,16,0,10,14,21,18,21,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6178,India,aman_var,0,23,1253,1432,9,pupil,1416,68,1125.0,1446.1538461538462,1100,0,0,44,0,0,0,8,17,0,5,2,2,0,2,8,0,0,0,2,7,20,6,0,1,0,0,2,0,1,16,22,21,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,India,Coding_genius,0,20,1538,1638,53,specialist,398,63,1201.5873015873015,1666.666666666667,1200,0,0,31,0,1,0,12,14,0,8,4,1,0,1,5,1,0,0,1,4,15,7,2,3,0,0,1,5,0,14,15,19,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,India,diveshuttam,0,14,1398,1534,21,pupil,1438,51,1154.9019607843138,1540.0,1200,0,0,32,0,0,2,12,5,0,6,3,2,0,1,1,0,0,0,1,2,14,5,1,0,0,0,0,0,0,11,12,19,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,India,savitansh,0,7,1296,1441,0,pupil,1902,39,1310.2564102564102,1728.571428571429,1300,1,1,21,1,2,1,7,13,0,0,2,4,0,2,7,2,0,0,0,3,11,6,1,2,0,2,0,3,0,3,8,11,11,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5199,India,Piyush1,0,12,1364,1457,9,pupil,561,33,1106.060606060606,1516.666666666667,1100,0,0,23,0,0,1,8,5,0,4,1,2,0,0,4,0,0,0,0,2,4,4,1,0,0,0,0,1,0,9,10,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5891,India,prnvkrjha,0,3,1303,1403,7,pupil,1585,7,1071.4285714285713,1500.0,1000,0,0,6,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,India,Raj_rockster,0,2,1287,1369,10,pupil,1047,8,1012.5,1300.0,900,0,0,6,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,India,abhinav_b,0,8,1150,1411,0,newbie,834,124,1167.741935483871,1525.0,1200,0,3,77,1,4,1,27,19,0,9,3,4,0,5,11,0,0,0,2,12,21,12,6,2,0,2,3,6,2,27,32,34,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5163,India,HappySadMan,0,6,1855,1855,1,expert,574,133,1446.6165413533836,2030.7692307692307,1500,0,2,62,3,6,6,26,37,1,8,14,19,4,6,16,2,0,2,1,11,20,20,10,5,0,0,2,13,6,15,23,19,20,26,14,10,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,India,atomicemc2,-1,1,1502,1502,6,specialist,1145,22,1345.4545454545455,1850.0,1400,1,0,13,0,0,0,5,2,1,0,0,2,1,1,3,1,0,0,2,2,4,2,0,0,0,0,0,0,0,3,3,3,10,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,India,nikhilhassija,-2,46,2045,2045,100,candidate master,1490,232,1303.0172413793102,1847.8260869565215,1300,3,3,123,2,4,7,47,53,1,23,19,18,0,5,24,7,0,0,4,24,67,24,11,15,0,0,2,11,3,39,52,49,33,33,14,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5937,India,jasti,0,12,1262,1431,5,pupil,1010,94,1075.5319148936169,1455.5555555555554,1100,0,1,66,0,0,0,17,14,1,11,4,1,0,1,6,1,0,0,1,13,31,5,0,2,0,1,0,0,0,30,35,18,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141,India,vjsa,0,4,1108,1376,3,newbie,746,17,1088.2352941176468,1466.666666666667,1100,0,0,9,0,0,0,5,3,0,3,0,1,0,0,0,0,0,0,0,1,6,1,1,0,1,0,1,1,0,5,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4063,India,vivekchahar28,0,8,1506,1506,7,specialist,1581,30,1223.3333333333333,1666.666666666667,1200,0,0,19,0,0,0,6,7,0,1,1,0,0,1,4,0,0,0,0,1,4,2,0,2,0,0,1,0,2,5,7,11,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5771,India,unique_3,0,9,1429,1590,3,specialist,1671,27,1118.5185185185185,1420.0,1100,1,0,17,1,2,0,7,4,0,2,0,2,0,0,2,0,0,0,0,3,3,0,0,1,0,0,0,1,2,5,12,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3239,India,hasher12,0,20,1696,1753,62,expert,2160,132,1468.939393939394,2103.846153846154,1400,1,1,70,1,10,9,23,24,3,7,8,11,2,6,13,4,1,1,1,7,28,15,17,5,1,0,0,18,4,12,19,29,22,13,20,8,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6213,India,gospelslide,0,5,1348,1491,0,pupil,1147,38,1292.1052631578948,1828.571428571429,1300,0,1,18,0,0,1,7,9,0,5,5,4,0,1,4,0,0,0,1,6,13,6,1,4,0,0,0,1,0,5,9,11,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,India,raghav_agarwal,0,17,1637,1676,19,expert,1386,75,1324.0,1753.333333333333,1300,1,0,40,2,0,1,12,14,0,1,3,5,0,4,9,3,0,0,1,11,21,7,2,4,0,0,1,2,4,7,15,19,18,11,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127,India,AayushB,0,10,1390,1528,12,pupil,155,101,1280.1980198019805,1595.0,1300,2,2,55,0,0,2,19,39,1,11,5,3,0,3,16,2,0,1,3,17,20,13,3,4,0,1,1,3,2,5,18,45,21,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,India,lazycoder_7,0,2,1266,1382,0,pupil,852,2,1050.0,1100.0,1000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
849,India,anmol16226,0,9,1861,1861,19,expert,535,27,1370.3703703703704,1940.0,1300,1,0,12,0,0,4,6,3,1,2,2,3,0,1,0,0,0,0,1,0,4,5,2,1,1,0,1,3,1,4,5,5,3,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,India,MiteshAgrawal,18,72,2098,2098,150,candidate master,1601,527,1501.1385199240988,2136.190476190476,1500,7,12,229,11,12,21,119,126,10,35,44,62,5,27,67,20,1,1,15,74,125,96,34,33,1,1,11,45,14,46,76,85,92,89,57,44,20,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682,India,rishabh0305,0,22,1384,1424,7,pupil,325,52,1059.6153846153843,1340.0,1100,0,0,25,0,1,0,6,12,0,7,1,0,0,1,6,0,0,0,2,5,20,2,2,2,0,0,0,1,1,16,18,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4425,India,codeDominus,4,44,1574,1574,42,specialist,919,157,1171.9745222929935,1635.483870967742,1100,2,2,94,0,1,5,35,33,0,17,12,10,0,8,18,0,1,0,6,20,36,13,5,4,0,1,2,4,5,44,39,31,22,16,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,India,mastermind2112,0,15,1260,1403,7,pupil,1693,68,1047.0588235294117,1423.0769230769229,1000,0,2,49,0,1,0,11,12,0,13,1,1,0,0,6,0,0,0,1,3,14,0,2,3,0,1,0,2,0,28,23,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,India,cottonwool,0,2,1297,1375,3,pupil,455,1,1000.0,1000.0,1000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,India,conspirator,0,16,1636,1700,40,expert,1778,32,1237.5,1633.333333333333,1200,0,0,23,0,1,1,3,8,1,2,2,2,0,0,6,1,0,0,0,5,8,1,1,0,1,0,0,2,2,4,11,5,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3738,India,faizan_khan,0,5,1430,1430,9,specialist,997,86,1282.5581395348838,1652.9411764705883,1300,2,2,48,0,1,1,15,30,0,8,5,2,0,5,13,3,0,0,2,14,18,6,4,1,0,1,1,5,1,10,15,26,20,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,India,vsriram1012,0,54,1878,1967,44,expert,465,495,1504.2424242424242,2122.222222222222,1500,9,8,186,10,16,31,69,130,3,26,47,52,3,35,48,16,4,3,12,55,112,105,45,29,1,2,4,53,13,58,52,88,67,82,69,44,21,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5797,India,rishabhjain1996,2,42,1599,1686,21,specialist,865,332,1349.0963855421687,1781.8181818181818,1400,3,5,167,4,2,8,65,73,1,29,31,20,1,15,43,10,0,0,10,42,83,35,14,21,2,1,6,20,6,46,61,52,56,84,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137,India,dhruv23899,0,18,1018,1371,19,newbie,427,125,1103.2,1484.0,1100,2,0,83,0,0,0,24,32,0,6,5,5,0,1,8,4,0,0,2,13,33,9,2,4,0,0,2,3,0,38,36,33,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,India,pan1997,0,2,1597,1597,4,specialist,838,11,1109.090909090909,1450.0,1200,0,0,6,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,1,0,1,2,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3514,India,sagar_kaushal,0,56,1761,1786,96,expert,1146,247,1279.352226720648,1753.0612244897961,1300,4,2,131,1,2,5,52,56,1,22,14,10,1,8,26,2,0,0,9,37,56,25,10,11,0,0,3,14,3,37,62,50,42,34,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4134,India,avinash139,0,16,1253,1418,11,pupil,871,48,1085.4166666666667,1444.4444444444446,1100,0,1,30,0,0,0,6,8,0,5,2,3,1,1,6,1,0,0,1,10,11,1,0,3,0,1,0,1,2,14,17,13,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3199,India,dragonslayerx,6,47,1968,1968,210,candidate master,1876,369,1391.5989159891599,2001.3698630136987,1300,7,3,189,2,8,18,75,79,5,24,37,35,1,19,46,15,1,1,2,38,71,55,16,19,3,2,3,29,11,49,61,79,61,57,28,14,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,India,NEXUS01,1,1,1372,1372,13,pupil,444,182,1196.7032967032967,1577.7777777777776,1200,1,1,123,0,0,0,39,48,1,15,6,4,0,4,22,2,0,1,7,22,38,8,2,6,0,1,2,2,2,28,55,58,26,9,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4995,India,mayank1495,0,26,1400,1432,33,specialist,912,155,1029.032258064516,1370.967741935484,1000,0,1,104,1,0,1,31,29,0,15,4,3,0,2,17,0,0,0,1,10,31,9,1,4,0,1,1,3,0,62,55,25,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
