country,handle,contribution,contest_count,organization,problem_count,avg_difficulty,avg_difficulty20,median,dp,hashing,Other,combinatorics,ternary search,probabilities,bitmasks,binary search,graph matchings,geometry,dfs and similar,games,brute force,shortest paths,divide and conquer,strings,math,graphs,string suffix structures,data structures,implementation,trees,sortings,two pointers,matrices,dsu,constructive algorithms,greedy,number theory,difficulty_bucket0,difficulty_bucket1,difficulty_bucket2,difficulty_bucket3,difficulty_bucket4,difficulty_bucket5,difficulty_bucket6,difficulty_bucket7,difficulty_bucket8,difficulty_bucket9,difficulty_bucket10,difficulty_bucket11,difficulty_bucket12
India,maulik_trapasiya,0,31,DA-IICT,57,1156.140350877193,1527.2727272727273,1200,1,0,0,0,0,1,0,4,0,2,5,1,9,0,0,3,16,5,0,3,33,3,10,0,0,2,7,12,2,12,16,18,8,2,0,0,1,0,0,0,0,0
India,rom_patel,0,22,DA-IICT,210,1221.4285714285713,1611.904761904762,1200,15,0,1,3,0,0,2,27,0,3,18,2,31,3,0,16,51,14,0,10,98,6,22,9,0,3,18,62,9,42,37,62,38,29,2,0,0,0,0,0,0,0
India,Bazinga112,0,14,DA-IICT,23,1204.3478260869565,1600.0,1200,3,0,1,0,0,0,1,0,0,0,0,0,5,0,0,1,5,1,0,0,16,0,3,0,0,0,1,5,1,4,7,5,5,1,1,0,0,0,0,0,0,0
India,Meet7202,0,32,DA-IICT,140,1110.7142857142858,1439.2857142857142,1100,7,1,0,1,0,0,3,7,1,7,1,3,31,2,0,9,36,1,0,3,79,2,17,3,0,0,17,31,5,37,43,39,15,6,0,0,0,0,0,0,0,0
India,Taksu,1,28,DA-IICT,64,1096.875,1525.0,1100,2,0,1,0,0,0,0,1,0,4,0,1,11,0,0,7,24,0,0,1,39,0,3,0,0,0,7,8,5,21,18,14,6,4,1,0,0,0,0,0,0,0
India,pd_008,0,19,DA-IICT,184,1220.6521739130435,1655.5555555555557,1200,14,1,1,3,0,0,3,12,1,6,3,3,27,2,0,14,50,3,0,6,109,1,21,9,0,1,24,35,9,29,46,55,34,14,2,1,1,1,1,0,0,0
India,sanket_udgirkar,0,31,DA-IICT,317,1131.230283911672,1490.4761904761904,1100,16,1,6,6,0,0,3,11,2,7,3,4,55,1,0,18,84,3,0,8,211,1,37,6,1,2,20,55,15,73,104,86,39,11,3,0,1,0,0,0,0,0
India,shashank201101193,0,51,DA-IICT,183,1310.3825136612022,1805.5555555555557,1300,24,2,1,2,1,0,3,13,0,4,6,3,36,0,0,11,39,4,1,6,111,3,24,9,0,0,13,50,25,20,43,45,31,25,12,6,0,1,0,0,0,0
India,m_7703,0,1,DA-IICT,3,833.3333333333334,1000.0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
India,malhar_s,0,18,DA-IICT,53,1203.7735849056603,1700.0,1200,4,0,0,0,0,0,2,2,0,1,2,2,7,0,0,3,14,1,0,1,30,2,5,1,0,1,3,17,3,13,11,12,8,6,2,1,0,0,0,0,0,0
India,raj0209,0,1,DA-IICT,51,1001.9607843137255,1340.0,1000,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,4,14,0,0,0,38,0,5,1,0,0,2,14,2,24,18,7,0,0,2,0,0,0,0,0,0,0
India,punit9462,0,13,DA-IICT,39,1205.128205128205,1585.7142857142858,1200,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,10,0,0,0,27,0,6,0,0,0,0,7,1,6,9,14,6,3,1,0,0,0,0,0,0,0
India,aaditya_thakkar,0,14,DA-IICT,198,1188.888888888889,1556.4102564102564,1200,10,1,7,8,1,0,1,11,1,4,7,4,34,3,0,13,51,7,0,7,124,2,18,5,0,4,24,34,7,37,46,60,40,13,1,1,0,0,0,0,0,0
India,sbhatt,0,1,DA-IICT,12,1066.6666666666667,1550.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,4,0,0,0,5,0,1,0,0,0,1,4,0,5,4,2,0,0,1,0,0,0,0,0,0,0
India,harshitbhut14,0,16,DA-IICT,221,1157.4660633484164,1552.2727272727273,1100,24,1,4,5,0,1,2,10,1,1,2,1,41,0,0,25,40,2,0,9,139,0,25,4,0,0,22,35,7,48,71,51,35,11,3,2,0,0,0,0,0,0
India,anshh31,0,22,DA-IICT,55,1129.090909090909,1654.5454545454545,1100,4,0,0,0,0,0,1,4,0,1,1,1,9,0,0,6,11,1,0,4,34,0,4,2,1,2,3,12,0,18,11,14,6,4,0,2,0,0,0,0,0,0
India,b06,0,1,DA-IICT,58,1036.2068965517242,1481.8181818181818,1000,2,1,0,0,0,0,0,1,1,1,2,0,10,1,0,11,12,2,0,0,40,0,4,1,0,0,3,10,2,26,21,5,2,1,3,0,0,0,0,0,0,0
India,ParthDoshi,0,11,DA-IICT,111,1045.945945945946,1400.0,1000,4,0,0,0,0,0,2,2,1,0,1,2,15,2,0,11,28,2,0,0,73,1,10,1,0,0,15,21,7,43,39,18,7,2,2,0,0,0,0,0,0,0
India,codes-m,0,9,DA-IICT,79,1101.26582278481,1533.3333333333333,1100,8,1,0,0,0,0,1,9,1,2,2,0,17,0,0,6,22,0,0,2,52,0,8,3,0,0,10,9,7,24,23,20,7,3,1,1,0,0,0,0,0,0
India,parth_1,0,19,DA-IICT,238,1279.4117647058824,1731.9148936170213,1200,16,2,3,2,0,0,2,24,0,3,23,5,39,4,0,17,57,20,0,15,121,8,23,9,0,9,36,53,15,35,53,58,35,44,7,5,1,0,0,0,0,0
India,appurva21,0,2,DA-IICT,45,1060.0,1444.4444444444443,1100,4,1,0,0,0,0,0,3,0,0,3,1,8,1,0,4,12,3,1,2,34,1,7,0,0,0,4,8,1,16,12,10,6,0,1,0,0,0,0,0,0,0
India,MihirLimbachia-TheOne,0,9,DA-IICT,35,1097.142857142857,1428.5714285714287,1100,2,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,9,0,0,0,25,0,3,3,0,0,3,5,2,10,9,7,9,0,0,0,0,0,0,0,0,0
India,_rancho,0,18,DA-IICT,122,1205.7377049180327,1737.5,1200,9,0,0,1,0,1,2,8,0,3,2,6,12,1,0,5,32,2,0,3,82,0,11,5,0,1,6,16,3,28,31,25,16,13,5,3,1,0,0,0,0,0
India,nachiket5197,0,10,DA-IICT,23,1060.8695652173913,1425.0,1100,3,0,1,0,0,0,0,1,0,1,0,0,2,0,0,1,4,0,0,0,16,0,3,2,0,0,0,5,2,7,8,3,5,0,0,0,0,0,0,0,0,0
India,pd_1710,0,1,DA-IICT,4,775.0,900.0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
India,dhruvil_sutariya,0,5,DA-IICT,37,1056.7567567567567,1442.857142857143,1000,3,0,0,0,0,0,0,4,0,2,0,0,4,0,0,5,10,0,0,2,21,0,4,3,0,0,2,12,1,14,7,12,2,2,0,0,0,0,0,0,0,0
India,parthp7995,0,4,DA-IICT,28,1160.7142857142858,1640.0,1100,1,0,0,0,0,0,0,0,0,1,1,1,6,0,0,4,4,1,0,0,22,0,9,0,0,0,4,4,1,6,9,6,4,2,0,1,0,0,0,0,0,0
India,rosnshah,0,10,DA-IICT,82,1042.6829268292684,1400.0,1000,3,0,1,0,0,0,0,3,1,2,1,0,10,1,0,10,28,1,0,0,56,0,8,0,0,0,8,16,11,31,32,13,2,2,2,0,0,0,0,0,0,0
India,sjmodi1997,0,3,DA-IICT,40,1230.0,1662.5,1300,5,0,0,0,0,0,2,3,0,1,7,0,4,3,0,4,12,6,0,1,14,3,6,1,0,2,3,16,1,9,5,13,8,3,1,1,0,0,0,0,0,0
India,nihar.lalcheta,0,36,DA-IICT,129,1043.4108527131782,1412.0,1000,7,0,1,3,0,0,3,6,1,2,1,1,26,1,0,15,34,3,0,4,83,1,13,3,0,1,19,17,5,51,37,29,8,2,2,0,0,0,0,0,0,0
India,sdhimmar006,0,4,DA-IICT,28,1171.4285714285713,1680.0,1200,1,0,1,0,1,0,0,1,1,0,8,1,2,2,0,2,8,5,0,1,13,3,3,2,0,1,2,12,0,9,4,9,3,1,1,1,0,0,0,0,0,0
India,sk893,0,5,DA-IICT,9,955.5555555555555,1300.0,900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,1,7,0,2,0,0,0,0,1,0,6,0,3,0,0,0,0,0,0,0,0,0,0
India,devanSAGA,0,7,DA-IICT,57,1061.4035087719299,1481.8181818181818,1000,1,0,1,0,0,0,0,0,1,0,0,0,8,1,0,10,13,0,0,0,40,0,7,1,0,0,7,10,3,20,23,8,2,2,2,0,0,0,0,0,0,0
India,Himanshu2936,0,3,DA-IICT,29,968.9655172413793,1300.0,1000,1,0,0,0,0,0,0,1,0,0,0,1,5,0,0,5,7,0,0,0,21,0,5,0,0,0,0,3,1,14,9,5,1,0,0,0,0,0,0,0,0,0
India,smitit1999,0,20,DA-IICT,265,1035.8490566037735,1386.7924528301887,1000,10,0,0,0,0,0,2,11,0,4,5,5,52,0,0,27,69,6,0,5,164,0,27,4,0,0,23,44,11,104,83,56,13,6,3,0,0,0,0,0,0,0
India,daiict028,0,5,DA-IICT,37,1140.5405405405406,1528.5714285714287,1100,3,0,0,0,0,0,1,3,0,2,2,1,7,1,0,0,8,2,0,0,27,2,0,0,0,0,5,3,3,8,11,9,5,4,0,0,0,0,0,0,0,0
India,da_201501408,0,20,DA-IICT,147,1024.4897959183672,1362.0689655172414,1000,2,0,1,0,0,0,2,2,1,2,1,3,22,1,0,17,42,1,0,3,103,0,8,0,0,0,20,19,11,62,49,24,8,2,2,0,0,0,0,0,0,0
India,HarshGaglani,0,8,DA-IICT,152,1180.2631578947369,1556.6666666666667,1200,16,0,1,6,0,1,3,7,1,4,7,1,30,1,0,6,33,5,0,4,91,3,19,7,0,2,21,34,6,27,47,40,25,10,2,1,0,0,0,0,0,0
India,Beautiful_Mind,0,16,DA-IICT,150,1121.3333333333333,1626.6666666666667,1100,14,1,2,0,0,0,1,10,1,3,9,1,22,2,0,18,28,9,0,19,95,6,17,3,0,2,6,26,4,52,41,27,11,13,5,1,0,0,0,0,0,0
India,Ronakkothari,0,25,DA-IICT,89,1280.8988764044943,1823.5294117647059,1200,10,0,2,1,0,1,1,5,0,1,3,0,15,1,0,5,19,1,0,4,64,1,15,6,1,1,9,22,4,12,21,28,11,7,8,1,0,0,1,0,0,0
India,Abrahm,0,4,DA-IICT,13,1069.2307692307693,1450.0,1100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,8,0,1,0,0,0,0,2,0,5,3,4,0,1,0,0,0,0,0,0,0,0
India,vishalb_shingala,0,24,DA-IICT,72,1122.2222222222222,1564.2857142857142,1100,4,0,0,1,0,0,0,5,0,2,1,2,17,0,0,4,15,0,0,4,50,1,3,1,0,1,8,9,2,19,21,18,6,8,0,0,0,0,0,0,0,0
India,DHRUV_PATEL,0,9,DA-IICT,53,1000.0,1380.0,1000,1,0,0,0,0,0,0,1,0,1,0,1,12,0,0,7,10,0,0,0,34,0,6,0,0,0,3,10,2,24,17,7,4,0,1,0,0,0,0,0,0,0
India,kunu13,0,14,DA-IICT,88,1238.6363636363637,1605.8823529411766,1200,8,0,0,0,0,1,1,3,0,0,5,1,11,1,0,5,15,5,0,2,63,2,15,5,0,0,8,30,1,13,19,26,19,10,1,0,0,0,0,0,0,0
India,anish_goel,0,7,DA-IICT,16,1506.25,1800.0,1600,2,0,1,1,0,1,0,1,0,0,0,0,5,0,0,2,5,0,0,3,6,1,2,1,0,1,4,5,1,0,2,2,3,7,2,0,0,0,0,0,0,0
India,ktrlive,0,6,DA-IICT,58,1251.7241379310344,1745.4545454545455,1200,12,1,3,1,0,1,1,5,1,0,3,0,9,0,0,5,18,2,1,2,29,0,7,4,0,1,6,10,5,11,12,13,11,7,3,1,0,0,0,0,0,0
India,Utsav1509,0,5,DA-IICT,14,1107.142857142857,1400.0,1100,1,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,8,0,0,0,10,0,0,0,0,0,1,3,0,3,5,4,2,0,0,0,0,0,0,0,0,0
India,Jaimini-DAIICT,0,2,DA-IICT,40,1282.5,1637.5,1300,2,0,0,2,0,0,1,3,0,0,1,0,2,0,0,0,9,0,0,2,30,0,8,3,0,0,5,11,2,4,11,7,10,8,0,0,0,0,0,0,0,0
India,Darshan26,0,5,DA-IICT,33,1090.909090909091,1450.0,1100,1,0,0,0,0,0,1,3,0,0,0,2,5,0,0,5,15,1,0,2,22,0,1,0,0,0,6,6,3,12,6,9,6,0,0,0,0,0,0,0,0,0
India,sachin_gohel,0,3,DA-IICT,10,1110.0,1550.0,1100,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,3,1,0,0,7,0,0,0,0,0,1,0,1,3,3,3,0,0,1,0,0,0,0,0,0,0
India,DhruvPatel3,0,4,DA-IICT,112,1247.3214285714287,1677.2727272727273,1200,21,0,4,3,0,1,2,4,1,3,2,2,25,0,0,5,25,0,0,7,60,0,13,7,0,1,14,19,6,17,26,28,22,12,7,0,0,0,0,0,0,0
India,code_rishabh,0,60,DA-IICT,222,1221.6216216216217,1681.8181818181818,1200,10,0,3,3,1,0,3,10,1,2,7,1,45,2,1,20,50,6,0,4,153,2,29,7,1,1,22,60,10,35,64,62,27,21,9,4,0,0,0,0,0,0
India,leaner_0919,0,8,DA-IICT,48,1160.4166666666667,1544.4444444444443,1200,2,0,0,0,0,0,2,3,0,0,0,0,4,0,0,3,16,0,0,1,23,0,6,1,0,0,4,14,0,13,10,13,7,5,0,0,0,0,0,0,0,0
India,saumya_doshi,0,19,DA-IICT,76,1165.7894736842106,1620.0,1100,4,0,1,1,0,0,0,7,0,2,1,1,14,0,0,4,25,1,0,3,48,2,15,0,0,0,9,14,4,15,25,21,7,3,4,1,0,0,0,0,0,0
India,Preet_198,0,6,DA-IICT,14,1000.0,1300.0,1000,1,0,0,0,0,0,0,1,0,0,1,0,7,0,0,1,3,1,0,1,10,0,1,0,0,0,1,3,2,6,4,4,0,0,0,0,0,0,0,0,0,0
India,shashwat_1996,0,16,DA-IICT,48,1160.4166666666667,1500.0,1200,3,0,1,1,0,0,0,4,0,1,0,1,14,0,0,1,18,2,0,3,30,0,4,2,0,0,5,8,3,10,13,16,6,2,1,0,0,0,0,0,0,0
India,aviral1995,0,6,DA-IICT,24,1083.3333333333333,1625.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,6,0,0,0,16,0,2,0,0,0,7,2,0,8,9,4,0,1,2,0,0,0,0,0,0,0
India,97amarnathk,0,17,DA-IICT,45,1180.0,1711.111111111111,1100,2,0,0,1,1,1,0,6,0,1,1,0,8,0,0,1,9,1,0,3,30,1,8,1,0,0,0,10,1,13,10,10,6,2,3,1,0,0,0,0,0,0
India,shalinshah1993,0,3,DA-IICT,27,1096.2962962962963,1560.0,1100,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,6,8,0,0,0,18,0,2,0,0,0,1,5,0,10,9,5,0,1,2,0,0,0,0,0,0,0
India,kay_35,0,11,DA-IICT,46,1091.304347826087,1544.4444444444443,1100,5,0,0,0,0,0,1,5,0,2,1,0,7,0,0,4,11,1,0,1,26,2,7,0,0,0,2,13,2,14,13,11,4,3,1,0,0,0,0,0,0,0
India,Aaska,0,12,DA-IICT,129,1184.4961240310076,1552.0,1200,11,2,2,3,0,0,1,8,1,0,10,2,23,1,0,9,32,6,1,4,65,3,14,3,0,1,15,33,2,22,33,39,27,5,3,0,0,0,0,0,0,0
India,Kunjal,0,7,DA-IICT,23,1034.7826086956522,1425.0,1000,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,1,0,0,0,17,0,6,0,0,0,2,6,0,10,7,1,5,0,0,0,0,0,0,0,0,0
India,TheLisztomaniac,0,3,DA-IICT,8,1187.5,1800.0,1100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,4,0,1,0,0,0,0,0,0,2,2,2,1,0,1,0,0,0,0,0,0,0
India,megalomaniac,0,18,DA-IICT,61,998.360655737705,1358.3333333333333,900,1,0,0,0,0,0,1,0,1,1,1,0,10,1,0,12,10,0,0,0,46,0,4,0,0,0,5,12,4,31,17,9,2,0,2,0,0,0,0,0,0,0
India,kepta,0,14,DA-IICT,35,1197.142857142857,1585.7142857142858,1200,2,0,0,1,0,0,0,0,0,0,3,0,14,0,0,2,6,1,0,0,26,0,8,0,0,0,2,8,1,6,7,13,8,0,0,0,1,0,0,0,0,0
India,phoenix24,0,9,DA-IICT,149,1036.241610738255,1410.344827586207,1000,3,0,2,0,0,0,1,4,0,2,0,1,21,0,0,33,32,0,0,2,110,0,16,1,0,0,7,24,7,56,53,27,6,3,4,0,0,0,0,0,0,0
India,yashness,0,3,DA-IICT,4,975.0,1200.0,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
India,Kartik1611,0,3,DA-IICT,50,1166.0,1610.0,1100,6,1,0,0,0,0,2,1,0,2,2,0,5,0,0,7,11,4,0,5,34,1,5,1,0,0,7,11,1,13,14,11,7,2,3,0,0,0,0,0,0,0
India,yAsH.jBp,0,21,DA-IICT,118,1155.084745762712,1652.1739130434783,1100,4,0,1,0,0,0,2,4,0,4,3,2,24,0,1,9,27,2,0,10,70,3,13,3,0,2,17,19,7,31,33,31,11,6,1,3,2,0,0,0,0,0
India,ginni,0,7,DA-IICT,13,1107.6923076923076,1500.0,1100,0,0,0,0,0,1,0,0,1,0,0,0,4,1,0,1,2,0,0,0,8,0,0,0,0,0,1,1,1,5,2,4,1,1,0,0,0,0,0,0,0,0
India,Gryffindor.,0,9,DA-IICT,94,1238.2978723404256,1638.888888888889,1200,7,0,0,0,0,0,0,8,0,2,6,0,13,0,0,5,31,4,0,2,44,2,10,3,0,2,9,36,3,14,19,31,16,11,3,0,0,0,0,0,0,0
India,TejasP812,0,4,DA-IICT,5,900.0,1100.0,800,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,4,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0
India,Tiwari_17,0,14,DA-IICT,66,1018.1818181818181,1453.8461538461538,900,1,0,0,0,0,0,0,2,0,0,2,0,11,0,0,9,20,2,0,2,46,0,4,1,0,0,4,8,4,33,16,9,5,1,1,1,0,0,0,0,0,0
India,kdp,0,12,DA-IICT,30,1013.3333333333334,1483.3333333333333,1000,1,1,0,0,0,0,0,1,0,0,1,0,7,0,0,3,9,0,0,0,20,0,5,0,0,0,0,3,0,14,7,4,3,2,0,0,0,0,0,0,0,0
India,oyoot,0,9,DA-IICT,46,1052.1739130434783,1400.0,1000,2,0,0,0,0,0,0,1,0,0,0,1,5,0,0,6,11,1,0,1,30,0,4,1,0,0,3,8,2,14,16,10,6,0,0,0,0,0,0,0,0,0
India,ucannothandle,0,6,DA-IICT,19,1184.2105263157894,1366.6666666666667,1200,2,0,0,0,0,1,0,1,0,0,0,0,5,0,0,2,4,0,0,0,13,0,1,2,0,0,2,4,1,1,6,10,2,0,0,0,0,0,0,0,0,0
India,shantanu1227,0,6,DA-IICT,19,1052.6315789473683,1233.3333333333333,1100,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,3,0,0,0,15,0,1,0,0,0,2,4,1,6,5,8,0,0,0,0,0,0,0,0,0,0
India,vedant12,0,13,DA-IICT,30,1123.3333333333333,1466.6666666666667,1100,1,1,0,0,0,0,1,0,0,0,1,0,6,0,0,3,7,1,0,0,21,0,3,0,0,0,2,5,0,7,10,6,7,0,0,0,0,0,0,0,0,0
India,esoteric_cretin,0,4,DA-IICT,27,1022.2222222222222,1400.0,1000,3,0,0,0,0,0,0,5,0,1,1,0,4,0,0,1,6,1,0,0,22,0,4,1,0,0,3,2,0,11,9,3,4,0,0,0,0,0,0,0,0,0
India,da_201612051,-1,26,DA-IICT,126,1166.6666666666667,1680.0,1100,2,2,6,1,0,0,0,3,0,0,3,3,29,0,0,11,26,3,0,6,87,2,15,0,0,0,14,19,5,34,38,24,12,13,2,1,2,0,0,0,0,0
India,jaimin_k,0,19,DA-IICT,38,1052.6315789473683,1400.0,1000,1,0,0,0,0,0,0,1,0,0,1,1,9,0,0,2,8,1,0,0,28,0,4,0,0,0,7,1,2,14,10,11,1,2,0,0,0,0,0,0,0,0
India,G-Force,0,11,DA-IICT,35,1091.4285714285713,1557.142857142857,1000,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,6,6,0,0,0,26,0,4,2,0,0,1,7,0,13,10,8,1,0,3,0,0,0,0,0,0,0
India,ishitach,0,9,DA-IICT,45,1017.7777777777778,1388.888888888889,1000,1,0,0,0,0,0,0,0,0,1,1,0,8,0,0,10,10,1,0,1,35,0,2,0,1,1,1,6,1,20,16,5,2,0,2,0,0,0,0,0,0,0
India,gauravthakkar64,0,6,DA-IICT,24,1012.5,1375.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,1,16,0,5,0,0,0,1,5,0,10,6,6,2,0,0,0,0,0,0,0,0,0
India,prateekj.ahead,0,9,DA-IICT,15,1160.0,1633.3333333333333,1200,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,1,1,0,0,1,3,0,4,3,4,2,1,1,0,0,0,0,0,0,0
India,_deep_,0,7,DA-IICT,7,1042.857142857143,1500.0,1100,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,3,0,0,0,4,0,1,0,0,0,0,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0
India,Godfather_99,0,8,DA-IICT,23,1034.7826086956522,1375.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,5,1,0,0,16,0,4,0,0,0,4,6,0,8,7,7,0,1,0,0,0,0,0,0,0,0
India,anupriyajaju,0,7,DA-IICT,17,1141.1764705882354,1433.3333333333333,1200,3,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,4,0,0,0,13,0,4,1,0,0,0,6,1,3,5,5,4,0,0,0,0,0,0,0,0,0
India,Baba,52,60,IIIT Hyderabad,566,1753.0035335689047,2526.548672566372,1700,128,6,23,27,1,16,16,52,2,19,99,8,88,16,19,35,108,66,7,97,194,72,59,16,7,31,53,113,29,29,52,61,69,89,63,66,51,46,21,12,0,7
India,Smit,0,60,IIIT Hyderabad,343,1695.0437317784256,2325.0,1700,71,4,12,24,2,8,19,34,3,13,34,6,58,7,6,18,70,25,3,36,120,22,31,17,2,8,44,93,20,16,29,37,49,54,49,47,32,26,3,1,0,0
India,codelegend,0,93,IIIT Hyderabad,1006,1469.9801192842942,2183.582089552239,1400,137,7,29,38,2,13,31,79,2,37,91,13,165,16,10,71,238,69,3,98,432,60,103,40,6,27,132,192,53,135,166,168,118,139,94,95,49,31,9,2,0,0
India,Superty,79,63,IIIT Hyderabad,361,1589.4736842105262,2265.277777777778,1600,70,2,2,13,1,4,13,32,0,4,56,4,53,12,5,17,64,64,1,52,151,38,31,8,5,14,39,61,16,29,40,55,51,53,46,44,21,12,8,2,0,0
India,viv001,0,53,IIIT Hyderabad,183,1545.3551912568305,2144.4444444444443,1500,19,2,11,8,0,5,7,19,1,6,9,6,34,3,1,11,50,7,1,12,82,5,21,6,0,3,22,45,11,11,19,32,32,39,21,16,6,4,3,0,0,0
India,devanshg27,0,27,IIIT Hyderabad,220,1691.3636363636363,2452.2727272727275,1700,53,9,9,12,1,5,10,23,0,5,19,2,44,3,3,13,37,20,2,38,73,20,15,7,1,5,20,33,12,15,24,31,24,32,17,27,21,17,10,2,0,0
India,pulkitg10,0,59,IIIT Hyderabad,697,1721.2338593974175,2395.68345323741,1700,147,9,35,54,7,15,32,68,6,22,70,12,121,16,11,42,172,54,2,90,257,40,85,32,8,18,75,163,47,21,53,86,100,129,91,77,66,47,20,7,0,0
India,shivamkakkar,0,67,IIIT Hyderabad,572,1386.188811188811,2001.7543859649122,1300,57,9,10,20,0,10,12,37,2,12,47,9,115,8,2,38,143,27,3,50,291,22,66,13,0,15,61,103,30,81,104,114,86,71,61,31,14,8,2,0,0,0
India,vmrajas,0,64,IIIT Hyderabad,324,1620.3703703703704,2289.0625,1600,63,3,15,18,1,7,10,31,2,18,40,6,61,6,2,16,75,24,0,42,130,25,32,2,5,13,34,71,21,26,32,40,43,59,46,31,26,16,2,3,0,0
India,karanaggarwal,2,89,IIIT Hyderabad,373,1533.2439678284181,2206.7567567567567,1500,59,3,7,16,1,6,10,25,4,11,34,5,69,5,2,18,80,21,1,30,173,15,44,8,2,8,45,92,16,28,46,73,63,51,44,27,21,14,5,1,0,0
India,gaurav172,0,68,IIIT Hyderabad,579,1478.4110535405873,2126.9565217391305,1500,101,4,7,22,1,9,20,51,1,18,52,7,106,7,9,31,154,39,2,74,224,43,56,28,1,18,66,140,36,72,79,105,65,95,69,47,33,10,4,0,0,0
India,sanketM,0,74,IIIT Hyderabad,481,1499.5841995841995,2147.9166666666665,1500,76,10,7,16,1,7,12,40,0,15,52,10,84,10,5,36,107,41,4,57,212,31,51,20,1,13,55,116,21,52,66,80,67,78,60,44,19,7,5,3,0,0
India,Chipe1,0,41,IIIT Hyderabad,276,1530.7971014492753,2229.090909090909,1500,41,3,13,15,0,6,3,24,2,7,24,3,50,7,1,17,69,21,0,25,135,8,27,8,3,11,37,67,7,25,38,43,50,40,27,24,15,10,2,2,0,0
India,additya1998,0,66,IIIT Hyderabad,363,1523.9669421487604,2300.0,1400,78,4,6,11,1,4,20,37,1,6,41,5,60,7,8,19,61,37,1,54,144,39,44,13,2,10,29,70,17,34,61,71,45,38,34,35,16,18,6,5,0,0
India,1nikhil9,0,25,IIIT Hyderabad,113,1639.8230088495575,2354.5454545454545,1600,17,2,1,5,0,1,3,14,2,6,14,2,18,3,2,4,21,8,0,10,44,9,16,4,1,1,17,36,8,6,11,23,13,13,19,9,9,6,3,1,0,0
India,neerajbattan,0,116,IIIT Hyderabad,611,1400.8183306055646,1913.9344262295083,1400,90,6,15,27,4,5,7,47,1,18,45,13,114,7,6,43,152,33,3,62,278,32,71,23,2,14,79,129,27,61,98,135,97,118,60,27,14,0,1,0,0,0
India,Satyam22,8,16,IIIT Hyderabad,50,1510.0,2160.0,1500,12,0,1,2,0,1,4,6,0,3,5,5,12,0,2,5,9,3,0,6,20,4,5,4,0,2,6,9,2,5,10,6,8,3,3,11,3,1,0,0,0,0
India,techwiz911,0,38,IIIT Hyderabad,587,1467.8023850085178,2089.74358974359,1400,71,9,17,26,3,8,15,37,3,15,41,6,113,4,3,39,135,26,2,48,306,15,64,22,2,10,69,151,21,49,90,120,104,84,66,36,22,9,5,2,0,0
India,darkscale,0,29,IIIT Hyderabad,242,1481.404958677686,2091.6666666666665,1400,32,0,2,19,1,2,3,14,1,5,16,2,56,2,2,9,56,13,0,15,137,8,33,11,2,2,31,59,14,12,40,54,45,36,26,12,7,7,3,0,0,0
India,imamit,0,37,IIIT Hyderabad,371,1491.644204851752,2121.6216216216217,1500,62,6,5,8,1,5,8,36,1,11,46,4,61,10,1,21,79,35,2,52,158,26,50,19,5,12,31,72,16,34,52,63,66,54,46,28,18,8,2,0,0,0
India,jugnu,0,14,IIIT Hyderabad,388,1640.4639175257732,2306.4935064935066,1600,90,6,13,31,6,17,11,25,2,23,56,8,69,10,8,10,117,47,0,53,125,39,34,15,2,19,41,60,50,21,37,60,44,74,58,40,22,23,8,1,0,0
