country,handle,contribution,contest_count,organization,problem_count,avg_difficulty,avg_difficulty20,median,dp,hashing,Other,combinatorics,ternary search,probabilities,bitmasks,binary search,graph matchings,geometry,dfs and similar,games,brute force,shortest paths,divide and conquer,strings,math,graphs,string suffix structures,data structures,implementation,trees,sortings,two pointers,matrices,dsu,constructive algorithms,greedy,number theory,difficulty_bucket0,difficulty_bucket1,difficulty_bucket2,difficulty_bucket3,difficulty_bucket4,difficulty_bucket5,difficulty_bucket6,difficulty_bucket7,difficulty_bucket8,difficulty_bucket9,difficulty_bucket10,difficulty_bucket11,difficulty_bucket12
India,meet_m,0,17,IIT Jodhpur,46,1178.2608695652175,1611.111111111111,1200,5,0,0,0,0,0,1,3,0,1,3,1,11,0,0,4,7,1,0,2,26,1,3,1,0,2,5,9,3,13,7,14,4,8,0,0,0,0,0,0,0,0
India,palak2612,0,17,IIT Jodhpur,62,1227.4193548387098,1633.3333333333333,1200,1,0,0,2,0,0,0,2,0,0,0,0,10,0,0,2,16,0,0,1,42,0,11,2,0,0,3,15,4,7,18,23,9,2,1,2,0,0,0,0,0,0
India,tyrion,0,1,IIT Jodhpur,1,1300.0,1300.0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
India,sanjeev1779,0,76,IIT Jodhpur,238,1270.5882352941176,1785.1063829787233,1200,24,2,3,6,0,4,3,15,3,2,10,2,48,2,1,19,60,8,1,12,137,3,26,9,1,6,23,60,9,34,57,76,28,22,10,9,1,0,1,0,0,0
India,rajat_27397,0,4,IIT Jodhpur,23,1113.0434782608695,1425.0,1100,2,0,0,1,0,0,0,1,0,1,0,0,4,0,0,2,5,0,0,0,15,0,4,1,0,0,2,6,3,5,10,5,3,0,0,0,0,0,0,0,0,0
India,singh_iitian,0,37,IIT Jodhpur,150,1304.6666666666667,1763.3333333333333,1300,22,0,1,2,0,0,3,6,0,6,7,2,34,0,0,11,33,5,0,7,81,4,17,4,0,2,21,27,4,16,31,41,33,16,8,4,1,0,0,0,0,0
India,indra_123,0,6,IIT Jodhpur,33,1084.8484848484848,1600.0,1000,2,0,1,0,0,0,0,0,0,0,0,0,9,0,0,7,9,0,0,0,19,0,2,0,0,0,5,6,2,14,8,5,3,1,2,0,0,0,0,0,0,0
India,Anurag.1,0,12,IIT Jodhpur,73,1060.2739726027398,1642.857142857143,1000,3,0,0,0,0,0,1,1,0,1,1,1,14,0,1,7,13,0,0,6,55,2,6,1,0,1,5,10,3,35,17,11,0,5,3,2,0,0,0,0,0,0
India,shubham7iitj,0,2,IIT Jodhpur,7,1085.7142857142858,1500.0,1100,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0
India,nisu0812,0,3,IIT Jodhpur,6,1116.6666666666667,1400.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,4,0,0,0,0,0,0,2,0,1,3,1,1,0,0,0,0,0,0,0,0,0
India,kishan_,0,9,IIT Jodhpur,31,1112.9032258064517,1466.6666666666667,1100,1,0,0,0,0,0,0,1,0,2,0,0,8,0,0,2,12,0,0,1,20,0,1,0,0,0,5,3,2,12,4,11,3,0,1,0,0,0,0,0,0,0
India,credosam,0,6,IIT Jodhpur,11,1181.8181818181818,1350.0,1200,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,8,0,1,0,1,0,1,3,0,1,3,6,1,0,0,0,0,0,0,0,0,0
India,g0liath,0,12,IIT Jodhpur,96,1412.5,2031.578947368421,1400,18,0,0,6,0,1,2,8,0,3,8,0,15,0,1,8,26,3,0,7,41,5,14,7,1,2,15,15,7,11,18,13,20,17,6,5,5,0,1,0,0,0
India,keera_77,0,26,IIT Jodhpur,69,1128.9855072463768,1484.6153846153845,1100,3,0,0,0,0,0,2,3,0,1,0,1,13,0,0,7,22,0,0,2,48,0,10,3,0,0,10,13,7,14,22,20,12,0,1,0,0,0,0,0,0,0
India,Wolverine_99,0,15,IIT Jodhpur,80,1160.0,1662.5,1100,6,0,1,0,0,0,1,4,0,0,5,1,12,0,1,8,14,3,0,3,44,2,14,3,0,2,10,17,2,27,13,17,14,5,2,1,1,0,0,0,0,0
India,RajatIIT,0,2,IIT Jodhpur,5,1100.0,1400.0,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0
India,ug201310033,0,5,IIT Jodhpur,18,1116.6666666666667,1400.0,1100,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,1,6,1,0,1,15,0,3,0,0,0,1,3,0,3,9,3,3,0,0,0,0,0,0,0,0,0
India,deesha_chavan,0,4,IIT Jodhpur,6,1000.0,1400.0,900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,5,0,1,0,0,0,0,2,0,3,2,0,1,0,0,0,0,0,0,0,0,0
India,Chakshu_Gupta,0,4,IIT Jodhpur,42,1078.5714285714287,1525.0,1000,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,5,8,0,0,0,32,0,4,0,0,0,0,6,3,19,8,10,4,0,0,0,0,0,1,0,0,0
India,bhavsar.1,0,4,IIT Jodhpur,4,875.0,1300.0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0
India,abhishekSah,0,12,IIT Jodhpur,80,963.75,1168.75,900,3,0,1,0,0,0,0,1,2,0,1,1,17,1,0,17,14,1,0,0,55,0,9,1,0,0,5,11,4,41,32,6,1,0,0,0,0,0,0,0,0,0
India,Dawny33,0,10,IIT Jodhpur,48,979.1666666666666,1300.0,900,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,9,0,0,0,31,0,4,0,0,0,1,8,2,26,17,3,0,0,2,0,0,0,0,0,0,0
India,rokimkar,0,12,IIT Jodhpur,16,1081.25,1333.3333333333333,1100,2,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,5,1,0,0,12,0,3,1,0,0,0,4,0,2,10,3,1,0,0,0,0,0,0,0,0,0
India,ShivRam,11,108,IIT Guwahati,766,1769.5822454308095,2510.4575163398695,1800,165,21,21,40,5,15,48,94,3,22,76,15,127,20,15,60,164,72,13,154,223,67,79,35,10,32,95,145,59,49,67,90,65,92,95,98,76,84,33,17,0,0
India,mbrc,30,72,IIT Guwahati,621,1801.7713365539453,2532.2580645161293,1800,124,7,27,45,7,11,36,73,4,20,64,10,117,12,17,34,159,57,5,98,198,50,57,31,8,26,72,132,51,26,62,77,53,66,69,81,66,73,36,12,0,0
India,aayush13,0,47,IIT Guwahati,371,1671.9676549865228,2291.891891891892,1700,79,5,14,20,3,10,21,33,1,10,32,6,69,10,2,29,89,35,1,53,124,22,29,12,2,12,49,98,24,19,29,58,37,65,56,45,41,17,3,1,0,0
India,shas19,1,30,IIT Guwahati,285,1375.7894736842106,1964.9122807017543,1300,27,4,6,7,0,5,3,14,1,11,16,3,43,5,5,11,58,12,0,19,142,9,45,11,1,7,36,60,11,28,57,67,49,42,16,13,9,1,2,1,0,0
India,sankalpbihani,0,7,IIT Guwahati,41,1397.560975609756,1875.0,1300,3,1,0,1,1,0,2,3,0,3,0,0,7,0,0,4,11,0,0,4,20,1,3,1,0,1,7,10,2,3,6,14,1,12,3,1,1,0,0,0,0,0
India,harshit_ag456,0,43,IIT Guwahati,264,1461.7424242424242,1957.6923076923076,1500,53,4,0,9,1,3,4,26,0,5,22,3,44,3,1,15,56,18,3,26,107,11,24,17,0,6,34,77,9,29,30,44,43,58,36,18,5,1,0,0,0,0
India,LORD_tsu__the_IIIrd,1,35,IIT Guwahati,248,1487.5,1997.9591836734694,1500,42,3,3,16,1,4,4,19,2,9,20,4,54,10,1,15,66,13,0,25,104,7,26,10,2,6,26,56,14,24,31,40,32,59,38,16,4,2,1,1,0,0
India,diptesh1ce3,0,27,IIT Guwahati,186,1477.9569892473119,1981.081081081081,1500,62,2,2,12,1,3,6,13,2,2,13,3,35,2,1,14,37,8,0,21,96,5,32,10,1,3,15,52,10,8,26,43,30,33,31,10,2,1,2,0,0,0
India,ng420,0,33,IIT Guwahati,166,1273.4939759036145,1781.8181818181818,1200,2,2,2,2,0,0,2,10,0,4,4,2,29,0,0,12,46,2,1,6,101,2,26,4,0,5,18,38,9,26,36,48,18,26,7,3,2,0,0,0,0,0
India,sparshgunner12,2,52,IIT Guwahati,211,1492.4170616113745,2078.5714285714284,1400,35,2,5,13,1,2,5,16,2,2,17,0,40,2,2,6,58,13,1,20,100,11,25,6,0,4,24,51,11,10,30,51,30,42,21,13,7,6,1,0,0,0
India,ganeshk2,5,99,IIT Guwahati,358,1381.2849162011173,1933.8028169014085,1300,60,6,9,13,0,6,9,22,1,6,33,2,65,3,1,23,82,17,1,33,173,12,34,11,1,11,39,70,15,36,59,91,60,57,30,15,7,0,2,1,0,0
India,Manan_Master,0,42,IIT Guwahati,244,1295.9016393442623,1850.0,1300,22,0,3,3,1,0,5,17,0,2,9,5,44,1,0,17,61,12,0,13,112,4,28,10,0,2,29,71,11,49,39,58,32,38,18,7,1,1,1,0,0,0
India,omirho,0,13,IIT Guwahati,29,1337.9310344827586,1960.0,1200,2,0,0,0,1,1,1,1,0,1,2,0,6,0,0,0,7,1,0,1,16,0,1,1,0,1,1,8,1,3,5,11,2,4,2,1,0,1,0,0,0,0
India,swap,0,31,IIT Guwahati,96,1316.6666666666667,1747.3684210526317,1300,4,2,4,0,0,1,3,3,0,4,5,1,18,0,1,4,24,3,0,4,60,2,8,1,0,3,10,22,2,10,18,27,17,17,5,2,0,0,0,0,0,0
India,abhardwaj1998,0,28,IIT Guwahati,398,1327.6381909547738,1820.253164556962,1300,42,2,1,8,1,2,7,23,1,8,15,8,69,3,0,34,90,17,0,28,198,6,42,14,0,5,44,111,14,69,66,78,61,76,37,9,2,0,0,0,0,0
India,architj,-5,55,IIT Guwahati,290,1336.2068965517242,1800.0,1300,41,3,2,7,1,3,5,30,1,7,21,7,57,6,1,22,61,23,1,22,133,10,27,16,1,5,27,73,8,44,46,63,51,53,27,5,1,0,0,0,0,0
India,iceman_w,0,12,IIT Guwahati,76,1553.9473684210527,2173.3333333333335,1500,12,0,1,3,0,0,2,10,0,2,8,0,15,3,2,4,17,6,1,10,24,4,5,4,1,1,13,19,4,3,11,15,10,15,8,8,2,3,1,0,0,0
India,shaurya98,7,19,IIT Guwahati,255,1195.2941176470588,1760.7843137254902,1100,13,1,1,3,0,0,3,9,1,5,7,5,44,2,1,27,51,8,0,21,152,7,23,6,1,1,18,48,8,78,55,51,27,28,7,6,1,0,2,0,0,0
India,ashish11,9,39,IIT Guwahati,234,1378.2051282051282,1934.7826086956522,1300,49,2,4,6,2,2,5,22,1,6,29,2,54,4,1,18,62,23,2,14,98,10,22,11,0,3,26,70,11,31,39,49,35,41,20,12,4,3,0,0,0,0
India,v_akshay,0,6,IIT Guwahati,139,1367.6258992805756,1903.7037037037037,1300,13,1,5,5,2,0,1,14,1,3,6,2,21,1,2,8,29,3,2,10,82,1,20,2,1,2,14,28,6,15,26,30,27,22,11,3,3,2,0,0,0,0
India,Vineetmalik14,0,29,IIT Guwahati,132,1253.030303030303,1769.2307692307693,1200,10,0,1,0,0,0,2,13,0,3,6,1,25,0,0,13,36,5,0,9,72,2,18,3,0,0,13,44,4,26,27,34,16,19,5,5,0,0,0,0,0,0
India,rakhejaforu.ar,0,14,IIT Guwahati,84,1257.142857142857,1731.25,1200,6,0,1,6,0,1,0,7,0,3,2,1,10,1,0,2,23,3,0,2,44,1,7,1,0,1,14,14,3,12,25,16,17,11,0,2,1,0,0,0,0,0
India,jayantjpr,0,21,IIT Guwahati,49,1283.6734693877552,1633.3333333333333,1300,4,0,0,1,0,0,0,2,0,0,1,0,8,0,0,0,14,1,0,2,30,0,8,1,1,0,3,15,4,4,12,14,11,8,0,0,0,0,0,0,0,0
India,davinci648,0,9,IIT Guwahati,34,1297.0588235294117,1716.6666666666667,1300,4,0,0,4,0,1,1,2,0,0,1,0,7,0,0,0,12,0,0,1,19,0,3,1,0,1,2,7,2,2,9,12,4,6,1,0,0,0,0,0,0,0
India,vinitachaudhary,0,23,IIT Guwahati,46,1295.6521739130435,1700.0,1300,3,1,0,2,0,1,1,2,1,1,1,1,10,0,0,0,14,1,0,0,32,0,8,2,1,0,5,14,1,2,10,20,7,4,2,1,0,0,0,0,0,0
India,arihantsethia,0,35,IIT Guwahati,108,1349.0740740740741,1828.5714285714287,1300,8,2,0,4,0,1,3,7,1,1,6,1,23,1,1,5,32,4,0,7,68,1,15,4,1,2,11,30,5,8,20,37,16,16,8,1,1,1,0,0,0,0
India,venkatarun95,0,3,IIT Guwahati,8,1375.0,1900.0,1300,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1,0,0,0,1,2,1,1,0,4,1,1,1,0,0,0,0,0,0,0
India,MayankGupta,0,1,IIT Guwahati,2,1200.0,1300.0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
India,rgex,0,24,IIT Guwahati,99,1255.5555555555557,1721.0526315789473,1200,9,0,1,1,0,0,2,6,0,2,7,1,15,0,0,7,22,7,0,7,52,7,14,5,0,1,19,24,5,16,23,21,20,13,4,2,0,0,0,0,0,0
India,akanimesh7,0,26,IIT Guwahati,156,1310.2564102564102,1780.6451612903227,1300,18,1,0,5,0,0,3,11,1,2,5,4,32,2,0,10,29,5,0,8,85,5,14,5,1,2,24,41,6,26,21,43,28,27,7,2,2,0,0,0,0,0
India,ashish2011,0,41,IIT Guwahati,182,1307.6923076923076,1808.3333333333333,1300,17,0,0,3,0,0,3,10,0,2,11,3,31,1,0,11,37,10,0,13,91,11,12,5,1,4,20,48,9,35,25,45,31,31,10,1,2,1,1,0,0,0
India,kash,0,24,IIT Guwahati,49,1216.3265306122448,1577.7777777777778,1200,4,0,0,0,0,0,0,2,1,2,0,0,6,1,0,2,13,1,0,1,32,0,6,0,1,0,2,11,3,8,13,14,10,3,1,0,0,0,0,0,0,0
India,shubham_goel99,0,21,IIT Guwahati,285,1222.4561403508771,1675.438596491228,1200,33,2,2,6,1,1,3,14,1,5,17,4,51,2,0,20,57,12,0,12,157,7,33,7,0,2,29,72,16,57,69,70,44,31,11,3,0,0,0,0,0,0
India,ghoshsujoyiitg,0,17,IIT Guwahati,149,1385.234899328859,2120.689655172414,1300,17,0,1,3,1,0,3,16,0,3,9,2,28,1,1,8,35,8,0,12,69,6,18,7,0,3,15,33,10,27,27,28,14,23,12,7,4,4,2,1,0,0
India,harshit_26,0,44,IIT Guwahati,220,1424.5454545454545,1900.0,1400,39,1,2,7,2,1,3,20,0,4,20,1,39,1,1,8,43,15,0,27,102,8,30,12,3,8,26,54,14,24,28,38,45,48,23,9,4,0,1,0,0,0
India,DhruvAgarwal,0,19,IIT Guwahati,191,1294.2408376963351,1844.7368421052631,1300,14,1,2,1,0,1,4,7,0,2,10,5,36,1,2,13,41,10,0,13,101,10,22,5,0,2,24,41,7,38,29,48,32,27,8,4,3,1,1,0,0,0
India,SJ151,1,33,IIT Guwahati,331,1237.4622356495468,1750.0,1200,27,2,3,2,1,0,5,24,1,11,16,3,64,1,0,18,87,18,0,22,172,4,31,15,0,1,33,60,23,73,70,74,50,41,14,5,4,0,0,0,0,0
India,ayushjain2809,0,14,IIT Guwahati,40,1285.0,1800.0,1200,0,0,0,0,0,0,1,1,0,2,2,1,7,1,1,2,10,3,0,2,20,1,1,0,0,1,7,6,2,7,7,14,3,6,1,1,1,0,0,0,0,0
India,sen23.51D26,0,19,IIT Guwahati,69,1244.927536231884,1661.5384615384614,1200,8,2,0,2,0,0,2,4,0,1,2,1,13,0,1,8,12,2,0,4,39,1,7,2,0,0,5,10,3,8,20,19,13,6,2,1,0,0,0,0,0,0
India,the_archer,0,16,IIT Guwahati,38,1213.157894736842,1685.7142857142858,1200,2,0,4,0,1,1,0,0,2,0,0,2,6,1,0,3,7,0,0,2,29,2,4,1,0,0,4,11,0,8,10,8,5,5,2,0,0,0,0,0,0,0
India,mitanshu001,0,22,IIT Guwahati,86,1259.3023255813953,1747.0588235294117,1200,8,0,2,0,0,0,3,5,0,2,2,3,19,0,0,6,22,0,0,3,45,2,3,3,0,1,13,27,6,20,12,25,9,15,3,2,0,0,0,0,0,0
India,kush159,0,42,IIT Guwahati,256,1301.171875,1798.0392156862745,1300,53,0,2,6,1,3,5,15,1,7,19,3,47,1,1,18,61,17,0,23,130,13,32,10,1,3,26,67,10,44,45,57,42,45,15,7,1,0,0,0,0,0
India,guptautkarsh2512,0,53,IIT Guwahati,177,1298.870056497175,1782.857142857143,1300,23,2,3,8,0,3,5,5,1,2,11,2,32,1,0,12,43,8,0,11,95,3,24,6,1,6,16,39,6,20,35,54,31,24,9,2,1,0,1,0,0,0
India,orlon.,26,39,IIT Guwahati,235,1302.9787234042553,1831.9148936170213,1300,44,3,3,4,1,1,6,12,0,4,16,3,44,3,1,19,54,18,1,14,112,8,24,10,2,7,19,67,12,45,40,50,41,33,17,7,2,0,0,0,0,0
India,Borncoder,0,3,IIT Guwahati,25,1208.0,1560.0,1200,1,0,0,0,0,0,0,2,0,1,1,0,5,0,0,2,6,1,0,0,15,1,4,1,0,0,0,3,2,5,5,6,7,2,0,0,0,0,0,0,0,0
India,SecretSuperstar,34,47,IIT Guwahati,598,1251.1705685618729,1758.8235294117646,1200,62,3,6,14,1,5,10,34,1,14,24,4,123,4,3,50,166,21,0,33,328,14,75,22,2,5,60,109,46,107,153,133,101,61,22,11,4,4,2,0,0,0
India,abhiyadav1323,0,1,IIT Guwahati,10,1410.0,2100.0,1300,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,7,0,2,0,0,0,0,3,2,1,3,1,2,1,0,1,1,0,0,0,0,0
India,mitansh1398,0,23,IIT Guwahati,97,1200.0,1657.8947368421052,1200,9,0,0,0,0,1,3,7,0,4,6,3,20,1,0,3,21,5,0,6,57,2,8,4,0,2,12,23,6,23,21,27,10,13,3,0,0,0,0,0,0,0
India,shubhanshu786,0,19,IIT Guwahati,45,1155.5555555555557,1600.0,1100,1,1,0,0,0,0,1,1,0,0,1,1,9,0,0,9,13,1,0,2,31,0,3,0,0,0,4,12,2,12,14,13,3,1,1,0,0,0,1,0,0,0
India,shri3011994,0,8,IIT Guwahati,60,1286.6666666666667,1691.6666666666667,1300,5,0,1,1,0,1,3,6,0,1,3,0,13,0,0,0,16,3,0,1,31,1,12,1,0,2,6,16,3,5,15,17,13,8,1,0,1,0,0,0,0,0
India,saswata.de000,0,14,IIT Guwahati,26,1200.0,1560.0,1200,2,0,0,0,0,0,2,3,0,1,1,1,5,0,1,2,5,0,0,2,15,0,4,1,0,0,8,4,1,2,8,9,3,4,0,0,0,0,0,0,0,0
India,ar20603,0,27,IIT Guwahati,137,1160.5839416058395,1570.3703703703704,1200,10,1,1,1,0,0,2,8,1,4,8,2,24,3,0,11,38,8,0,2,80,1,14,3,0,1,19,37,4,35,30,39,20,10,3,0,0,0,0,0,0,0
India,h43k3r,0,20,IIT Guwahati,67,1347.7611940298507,1907.6923076923076,1300,7,0,0,0,0,0,0,6,0,2,2,0,18,1,0,1,16,5,0,1,41,1,9,3,1,0,5,16,3,5,15,21,9,9,3,3,1,0,1,0,0,0
India,Ricky_29,0,19,IIT Guwahati,188,1503.723404255319,1910.8108108108108,1500,37,4,0,3,0,0,1,26,0,5,13,4,31,1,0,11,50,6,1,18,65,8,26,16,1,2,23,61,19,9,18,26,43,58,22,9,2,1,0,0,0,0
India,mind_hunter,0,14,IIT Guwahati,40,1252.5,1612.5,1200,3,1,0,0,0,0,1,2,0,0,2,1,10,0,0,3,9,2,0,2,29,1,9,1,0,0,3,8,2,2,12,14,9,2,0,1,0,0,0,0,0,0
India,niyati_21,0,2,IIT Guwahati,14,1178.5714285714287,1650.0,1200,1,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,6,1,0,1,4,0,1,0,0,0,1,0,2,3,3,5,1,2,0,0,0,0,0,0,0,0
India,hrushikesht,5,52,IIT Guwahati,263,1415.5893536121673,1915.3846153846155,1400,27,2,2,12,1,0,5,23,1,10,19,5,57,3,2,19,63,13,0,22,129,7,31,12,2,5,38,53,23,28,38,48,47,64,19,12,5,0,2,0,0,0
India,pulkitverma25,0,3,IIT Guwahati,6,1183.3333333333333,1400.0,1200,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,4,0,0,0,0,0,0,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0
India,AnuragBarfa,0,27,IIT Guwahati,153,1289.5424836601308,1766.6666666666667,1300,14,2,2,4,0,1,3,13,1,1,5,4,31,1,1,13,23,4,0,7,86,5,18,7,1,1,19,40,6,22,27,45,29,19,9,1,0,1,0,0,0,0
India,seeker,0,23,IIT Guwahati,254,1368.8976377952756,1916.0,1300,49,2,10,7,0,1,12,26,0,10,10,2,52,0,0,13,66,8,0,19,117,2,20,9,0,4,44,57,12,32,48,51,40,45,19,12,5,2,0,0,0,0
India,udbhav99,0,9,IIT Guwahati,30,1203.3333333333333,1533.3333333333333,1200,2,0,0,0,0,0,1,2,0,1,2,1,7,0,0,2,12,2,0,0,14,0,0,1,0,0,3,3,1,3,8,12,5,2,0,0,0,0,0,0,0,0
India,saurabhrai,0,8,IIT Guwahati,25,1272.0,1660.0,1300,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,3,12,0,0,1,13,0,3,1,0,0,3,10,2,4,3,9,3,5,1,0,0,0,0,0,0,0
India,mihir_yadav,0,37,IIT Guwahati,140,1222.142857142857,1646.4285714285713,1200,13,0,1,1,0,0,0,8,0,3,11,2,31,1,0,10,36,9,0,4,74,4,13,4,0,1,10,37,7,26,29,42,20,19,4,0,0,0,0,0,0,0
India,rishi_saraswat,0,24,IIT Guwahati,140,1245.0,1657.142857142857,1200,5,2,0,3,0,0,1,4,0,2,5,1,28,0,0,7,32,1,0,5,95,1,16,6,1,2,10,38,4,17,36,42,25,12,8,0,0,0,0,0,0,0
India,piyushg1411,0,37,IIT Guwahati,170,1172.3529411764705,1623.5294117647059,1100,12,0,1,0,1,0,0,11,1,3,4,1,23,1,0,14,50,6,0,7,92,0,19,8,1,2,22,49,6,44,44,38,19,22,3,0,0,0,0,0,0,0
India,prerak872,0,6,IIT Guwahati,23,1213.0434782608695,1550.0,1200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,0,0,0,9,0,2,1,0,0,3,6,0,3,6,8,4,2,0,0,0,0,0,0,0,0
India,kiba_hanzo,0,6,IIT Guwahati,38,1207.8947368421052,1814.2857142857142,1100,5,0,0,0,0,0,1,4,0,1,1,0,7,0,0,4,12,1,0,1,23,0,4,2,0,0,5,6,2,10,9,8,3,6,0,2,0,0,0,0,0,0
India,ankit_kal,0,13,IIT Guwahati,58,1191.3793103448277,1672.7272727272727,1200,3,0,0,0,0,0,1,3,0,1,2,2,10,0,0,10,8,2,0,3,28,0,3,2,0,2,7,18,1,14,14,12,8,7,3,0,0,0,0,0,0,0
India,subhash-saurabh,0,1,IIT Guwahati,2,1250.0,1300.0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
India,urstrulymahesh,0,1,IIT Guwahati,3,1333.3333333333333,2200.0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
India,piyushjain1,0,38,IIT Guwahati,217,1355.7603686635944,1830.2325581395348,1400,26,2,1,11,0,0,1,18,0,9,12,5,50,2,1,19,55,8,0,17,112,5,26,9,2,4,29,39,16,27,45,36,37,47,18,4,2,0,1,0,0,0
India,agrocks23,1,38,IIT Guwahati,105,1224.7619047619048,1700.0,1200,12,0,0,2,0,0,1,7,0,5,3,0,23,0,1,10,33,3,0,8,51,3,12,4,0,1,13,23,5,21,22,32,9,16,2,3,0,0,0,0,0,0
India,souradip_pal,0,1,IIT Guwahati,4,1225.0,1500.0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
India,baranwalm,0,12,IIT Guwahati,32,1165.625,1616.6666666666667,1100,2,0,0,0,0,0,0,0,0,2,2,1,5,0,0,2,14,3,0,2,10,0,0,1,0,0,3,6,1,7,10,8,4,2,1,0,0,0,0,0,0,0
India,utkarshjain1508,0,3,IIT Guwahati,15,1166.6666666666667,1666.6666666666667,1200,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0,2,6,0,0,1,9,0,1,0,0,0,0,4,0,4,3,5,1,1,0,1,0,0,0,0,0,0
India,yagyanshbhatia,31,29,IIT Guwahati,232,1165.5172413793102,1634.7826086956522,1100,23,1,1,1,0,1,2,12,1,4,8,2,38,1,0,31,50,9,0,6,135,4,36,4,0,2,24,55,3,60,57,59,24,26,3,3,0,0,0,0,0,0
India,Suhas23,0,1,IIT Guwahati,10,1020.0,1250.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,7,0,2,0,0,0,0,2,0,3,3,4,0,0,0,0,0,0,0,0,0,0
India,visitor,0,9,IIT Guwahati,22,1340.909090909091,1850.0,1300,2,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,18,0,2,0,0,0,4,6,1,0,5,11,2,1,2,1,0,0,0,0,0,0
India,noonz_v2,0,2,IIT Guwahati,5,1100.0,1400.0,1300,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,4,0,0,1,0,1,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0
India,ayushanshul07,0,18,IIT Guwahati,97,1162.8865979381444,1715.7894736842106,1100,8,0,2,2,0,0,0,2,0,4,5,1,15,0,0,12,22,5,0,6,54,3,16,1,0,1,12,18,2,28,28,15,14,5,3,3,1,0,0,0,0,0
India,tanya9,0,2,IIT Guwahati,9,1055.5555555555557,1300.0,1000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,0,0,0,5,0,1,0,0,0,0,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0
India,adarsh_1998,0,1,IIT Guwahati,6,966.6666666666666,1200.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,3,0,0,0,0,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0
India,harshit_4567,0,18,IIT Guwahati,103,1454.368932038835,1940.0,1500,26,1,2,3,0,2,2,5,1,3,9,1,21,2,0,5,17,8,0,5,49,3,10,3,0,2,12,25,4,12,13,16,17,21,16,5,3,0,0,0,0,0
India,jagadeesh09,0,2,IIT Guwahati,29,1103.448275862069,1440.0,1100,1,0,1,1,1,0,0,1,1,0,0,1,8,1,0,4,8,1,0,1,17,0,2,0,0,0,4,7,2,9,8,10,1,0,1,0,0,0,0,0,0,0
India,pirate_jack,0,10,IIT Guwahati,19,1210.5263157894738,1533.3333333333333,1200,1,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,11,0,0,0,10,0,1,0,0,0,0,8,1,2,5,8,3,1,0,0,0,0,0,0,0,0
